power
868.4398065185529
872.1439263915996
875.9492980957012
884.0629443359355
890.4179217529278
897.322269897459
897.454378051756
901.071000366209
907.648168334959
912.605056152342
920.5735803222638
928.2311877441387
930.9689257812481
928.3224121093732
924.5309283447249
915.6566961669905
904.454340515135
894.2744467163067
882.8216983032208
870.4514038085919
857.5505294799786
847.344571838377
833.0961041259748
812.567547912596
793.1449234008771
764.7866680908187
731.1358521270738
700.7678429412828
678.0732003021226
663.0318483734117
650.9310463714586
634.2720174407947
624.4749752044665
616.6998690032948
608.1945967864981
596.5653389739983
595.8371797943108
603.2058394622796
610.6107393646231
619.5475191497793
628.9516768646233
640.8527352142327
657.6416512298574
677.1611141204825
703.6922737884513
733.1859554290763
769.405534286498
807.6612557220448
843.7679940032948
880.0452278900136
917.8787075042713
953.39629295349
988.352495346068
1016.4791152191148
1039.0681386566148
1061.8631569671616
1090.9321688079815
1116.0458126068095
1138.8393404388407
1163.7720894622785
1191.5739095306374
1224.5384883880592
1267.029567489622
1309.3229341888402
1350.7175930023168
1396.1898757171607
1450.7924279022193
1507.3721764373756
1564.3481743621803
1625.744970321653
1690.6454808807348
1750.5745183563206
1811.5756191253638
1871.8859746551489
1932.9235210418676
1990.962115707395
2058.7586299133277
2128.4721371459937
2195.4835766601536
2260.6348089599583
2324.394273071287
2389.842200927732
2449.2663623046847
2503.323468017575
2557.7156005859347
2615.7643579101536
2664.3215771484347
2705.245556640622
2746.4077563476535
2786.3659374999975
2824.3392187499976
2860.82281738281
2892.365737304685
2922.0447778320286
2943.012600097654
2960.5823559570285
2971.660559082029
2983.4365991210916
3002.215900878904
3024.469660644529
3048.4930834960915
3071.026584472654
3092.403166503904
3121.8242309570287
3155.041691894529
3188.9546533203106
3223.7870556640605
3258.188195800779
3292.9366748046855
3323.6504345703106
3348.4996142578107
3366.6459960937477
3378.9099560546847
3392.9560156249972
3410.599033203123
3428.2079101562476
3438.352607421873
3447.5411865234355
3457.255502929685
3463.772944335935
3467.3085449218725
3472.633745117185
