LV ActivePower (kW) Smoothed Values
6.631969451904292
6.642105712890619
6.651267833709711
6.673888654708858
6.687643909454341
6.699972467422479
6.687435388565059
6.690757455825801
6.708863983154292
6.719400463104243
6.738062343597407
6.756913185119624
6.761486787796016
6.750801868438716
6.73803100585937
6.707137985229487
6.666533164978022
6.630045585632319
6.5863851070404005
6.535966229438777
6.487990832328791
6.453703370094293
6.406610808372492
6.340891804695125
6.2678134298324535
6.183061633110041
6.080617761611933
5.991381349563595
5.9276595497131295
5.88569081306457
5.853879671096797
5.812237348556513
5.792572889327998
5.7806917476654
5.766816005706782
5.738916168212886
5.738436965942378
5.757380962371821
5.776295337676998
5.802485284805293
5.824520196914667
5.849501914978022
5.886463861465449
5.9239895153045605
5.973049507141107
6.034499359130854
6.111181840896599
6.1933984851837085
6.269439210891717
6.350590410232537
6.4372969818115156
6.51321864128112
6.582983274459831
6.638015384674065
6.68461515426635
6.736225748062127
6.810481414794915
6.8639206695556565
6.911984539031976
6.974132347106926
7.045996294021598
7.1190373420715245
7.211114959716787
7.302016611099231
7.395806951522813
7.505887718200669
7.641625823974595
7.7818459510803075
7.9221783638000325
8.07103117465971
8.226348748207071
8.363506522178628
8.505290369987465
8.647710356712317
8.800459618568397
8.947529568672156
9.124525804519626
9.307585859298678
9.480104236602756
9.64247585296628
9.799889850616426
9.964284210205049
10.105467252731293
10.231635627746552
10.357676553726163
10.493375797271696
10.602850914001433
10.693964080810511
10.774830684661827
10.854222831726037
10.933563137054405
11.02143793106075
11.10680788040157
11.197479209899859
11.260971775054887
11.312257766723587
11.340476570129349
11.371628971099808
11.424013347625683
11.48341663360591
11.537648239135695
11.587285003662062
11.63883731842036
11.707870655059763
11.786635551452584
11.873193187713568
11.973148555755559
12.082575473785344
12.198150272369327
12.29536439895624
12.37546201705927
12.439337215423526
12.498203010559024
12.561884593963567
12.619707393646186
12.667766189575138
12.696895980834904
12.72022737503046
12.744946384429873
12.770184001922551
12.798697605133002
12.833320217132513
12.85900600433344
12.882781791686952
12.913857192993108
12.9435094070434
12.943533210754337
12.932220420837345
12.917910232543887
12.89972423553461
12.874767646789493
12.843636245727481
12.832439441680851
12.823058643341009
12.800796241760196
12.763540439605656
12.749335041046086
12.73405544281
12.701179637908877
12.64673637390131
12.62422838211054
12.624493789672796
12.625604801177923
12.590067787170355
12.56343278884882
12.557650985717718
12.557186775207462
12.546505565643255
12.517385158538763
12.475952148437445
12.444606151580754
12.44548595428461
12.425474758148136
12.433441562652535
12.478716754913279
12.519142341613717
12.571260757446238
12.61169195175166
12.629317760467478
12.619061164855903
12.645329151153513
12.692314739227239
12.716523952484076
12.713847961425728
12.740287952423044
12.736699542999215
12.750892143249457
12.762706146240179
12.76452234268183
12.758844337463326
12.701841735839789
12.622288913726752
12.549015140533394
12.477790279388378
12.428169479370068
12.399403266906686
12.378686065673778
12.357952270507763
12.326176853179883
12.300077648162791
12.295713443756053
12.29962345123286
12.293614253997752
12.300128650665233
12.315764446258493
12.325679435729928
12.292826442718454
12.299450435638377
12.329327430725048
12.381136093139595
12.393048095703072
12.383533287048287
12.381116085052438
12.4240880966186
12.46779909133906
12.474640293121288
12.486740894317577
12.51486370086665
12.543814697265576
12.57863010406489
12.61072290420527
12.60721029281611
12.622214488983102
12.607382278442332
12.555296688079782
12.507268295288034
12.426702289581247
12.338296489715525
12.252075080871531
12.206700077056835
12.112663078308055
12.01209388732905
11.925251083373972
11.860851287841747
11.773182487487743
11.716191463470413
11.673853454589796
11.646277847289992
11.631323451995804
11.641257839202837
11.691924839019732
11.764150657653763
11.812358436584427
11.852816905975294
11.849143295288037
